Datetime,Energy
2024-02-04 06:00:00,116.99
2024-02-04 07:00:00,106.18
2024-02-04 08:00:00,106.11
2024-02-04 09:00:00,108.01
2024-02-04 10:00:00,99.35
2024-02-04 11:00:00,88.32
2024-02-04 12:00:00,87.2
2024-02-04 13:00:00,85.05
2024-02-04 14:00:00,76.64
2024-02-04 15:00:00,73.77
2024-02-04 16:00:00,74.05
2024-02-04 17:00:00,63.87
2024-02-04 18:00:00,65.92
2024-02-04 19:00:00,74.02
2024-02-04 20:00:00,81.0
2024-02-04 21:00:00,75.08
2024-02-04 22:00:00,80.58
2024-02-04 23:00:00,75.26
2024-02-05 00:00:00,73.67
2024-02-05 01:00:00,86.58
2024-02-05 02:00:00,85.74
2024-02-05 03:00:00,93.7
2024-02-05 04:00:00,100.09
2024-02-05 05:00:00,94.87
2024-02-05 06:00:00,97.58
2024-02-05 07:00:00,101.01
2024-02-05 08:00:00,98.46
2024-02-05 09:00:00,94.6
2024-02-05 10:00:00,88.3
2024-02-05 11:00:00,93.07
2024-02-05 12:00:00,84.86
2024-02-05 13:00:00,77.05
2024-02-05 14:00:00,66.56
2024-02-05 15:00:00,64.23
2024-02-05 16:00:00,67.24
2024-02-05 17:00:00,62.46
2024-02-05 18:00:00,60.76
2024-02-05 19:00:00,51.64
2024-02-05 20:00:00,58.72
2024-02-05 21:00:00,73.06
2024-02-05 22:00:00,75.32
2024-02-05 23:00:00,74.99
2024-02-06 00:00:00,82.14
2024-02-06 01:00:00,83.82
2024-02-06 02:00:00,85.32
2024-02-06 03:00:00,97.47
2024-02-06 04:00:00,102.94
2024-02-06 05:00:00,98.72
2024-02-06 06:00:00,99.92
2024-02-06 07:00:00,102.08
2024-02-06 08:00:00,103.69
2024-02-06 09:00:00,85.58
2024-02-06 10:00:00,94.08
2024-02-06 11:00:00,86.64
2024-02-06 12:00:00,80.4
2024-02-06 13:00:00,70.66
2024-02-06 14:00:00,66.29
2024-02-06 15:00:00,68.66
2024-02-06 16:00:00,61.76
2024-02-06 17:00:00,65.63
2024-02-06 18:00:00,63.73
2024-02-06 19:00:00,59.01
2024-02-06 20:00:00,67.58
2024-02-06 21:00:00,64.6
2024-02-06 22:00:00,63.58
2024-02-06 23:00:00,77.91
2024-02-07 00:00:00,74.45
2024-02-07 01:00:00,93.85
2024-02-07 02:00:00,87.36
2024-02-07 03:00:00,95.84
2024-02-07 04:00:00,94.98
2024-02-07 05:00:00,99.91
2024-02-07 06:00:00,97.54
2024-02-07 07:00:00,103.33
2024-02-07 08:00:00,104.63
2024-02-07 09:00:00,96.8
2024-02-07 10:00:00,90.34
2024-02-07 11:00:00,83.55
2024-02-07 12:00:00,85.59
2024-02-07 13:00:00,81.18
2024-02-07 14:00:00,59.03
2024-02-07 15:00:00,70.04
2024-02-07 16:00:00,53.04
2024-02-07 17:00:00,58.65
2024-02-07 18:00:00,56.31
2024-02-07 19:00:00,61.32
2024-02-07 20:00:00,65.42
2024-02-07 21:00:00,59.94
2024-02-07 22:00:00,77.76
2024-02-07 23:00:00,66.56
2024-02-08 00:00:00,80.6
2024-02-08 01:00:00,87.83
2024-02-08 02:00:00,92.7
2024-02-08 03:00:00,86.06
2024-02-08 04:00:00,92.02
2024-02-08 05:00:00,99.3
2024-02-08 06:00:00,100.36
2024-02-08 07:00:00,102.29
2024-02-08 08:00:00,102.6
2024-02-08 09:00:00,93.55
2024-02-08 10:00:00,84.28
2024-02-08 11:00:00,96.8
2024-02-08 12:00:00,84.92
2024-02-08 13:00:00,82.05
2024-02-08 14:00:00,74.05
2024-02-08 15:00:00,63.18
2024-02-08 16:00:00,67.41
2024-02-08 17:00:00,56.12
2024-02-08 18:00:00,61.59
2024-02-08 19:00:00,62.52
2024-02-08 20:00:00,60.74
2024-02-08 21:00:00,67.87
2024-02-08 22:00:00,65.66
2024-02-08 23:00:00,78.51
2024-02-09 00:00:00,74.08
2024-02-09 01:00:00,72.8
2024-02-09 02:00:00,90.76
2024-02-09 03:00:00,95.55
2024-02-09 04:00:00,97.93
2024-02-09 05:00:00,96.95
2024-02-09 06:00:00,102.22
2024-02-09 07:00:00,92.5
2024-02-09 08:00:00,98.71
2024-02-09 09:00:00,93.29
2024-02-09 10:00:00,93.67
2024-02-09 11:00:00,90.36
2024-02-09 12:00:00,89.99
2024-02-09 13:00:00,75.07
2024-02-09 14:00:00,71.62
2024-02-09 15:00:00,62.72
2024-02-09 16:00:00,59.38
2024-02-09 17:00:00,53.22
2024-02-09 18:00:00,62.63
2024-02-09 19:00:00,61.24
2024-02-09 20:00:00,70.17
2024-02-09 21:00:00,68.12
2024-02-09 22:00:00,64.61
2024-02-09 23:00:00,71.26
2024-02-10 00:00:00,91.56
2024-02-10 01:00:00,90.54
2024-02-10 02:00:00,91.57
2024-02-10 03:00:00,104.24
2024-02-10 04:00:00,107.98
2024-02-10 05:00:00,110.51
2024-02-10 06:00:00,113.99
2024-02-10 07:00:00,101.8
2024-02-10 08:00:00,107.4
2024-02-10 09:00:00,101.27
2024-02-10 10:00:00,102.99
2024-02-10 11:00:00,92.34
2024-02-10 12:00:00,93.36
2024-02-10 13:00:00,84.08
2024-02-10 14:00:00,76.61
2024-02-10 15:00:00,70.96
2024-02-10 16:00:00,80.53
2024-02-10 17:00:00,72.51
2024-02-10 18:00:00,63.27
2024-02-10 19:00:00,72.48
2024-02-10 20:00:00,71.16
2024-02-10 21:00:00,82.27
2024-02-10 22:00:00,87.78
2024-02-10 23:00:00,87.61
2024-02-11 00:00:00,92.6
2024-02-11 01:00:00,92.64
2024-02-11 02:00:00,93.02
2024-02-11 03:00:00,92.45
2024-02-11 04:00:00,110.24
2024-02-11 05:00:00,107.6
2024-02-11 06:00:00,117.29
2024-02-11 07:00:00,110.24
2024-02-11 08:00:00,112.57
2024-02-11 09:00:00,98.72
2024-02-11 10:00:00,92.18
2024-02-11 11:00:00,101.92
2024-02-11 12:00:00,89.0
2024-02-11 13:00:00,92.41
2024-02-11 14:00:00,74.03
2024-02-11 15:00:00,65.25
2024-02-11 16:00:00,80.06
2024-02-11 17:00:00,79.48
2024-02-11 18:00:00,71.77
2024-02-11 19:00:00,71.6
2024-02-11 20:00:00,78.0
2024-02-11 21:00:00,77.66
2024-02-11 22:00:00,88.08
2024-02-11 23:00:00,88.98
2024-02-12 00:00:00,83.02
2024-02-12 01:00:00,83.29
2024-02-12 02:00:00,96.66
2024-02-12 03:00:00,91.7
2024-02-12 04:00:00,96.82
2024-02-12 05:00:00,109.56
2024-02-12 06:00:00,99.4
2024-02-12 07:00:00,101.65
2024-02-12 08:00:00,94.13
2024-02-12 09:00:00,92.45
2024-02-12 10:00:00,90.34
2024-02-12 11:00:00,84.36
2024-02-12 12:00:00,79.87
2024-02-12 13:00:00,82.19
2024-02-12 14:00:00,76.13
2024-02-12 15:00:00,68.29
2024-02-12 16:00:00,54.71
2024-02-12 17:00:00,65.5
2024-02-12 18:00:00,69.3
2024-02-12 19:00:00,65.01
2024-02-12 20:00:00,53.07
2024-02-12 21:00:00,70.39
2024-02-12 22:00:00,69.26
2024-02-12 23:00:00,74.52
2024-02-13 00:00:00,81.27
2024-02-13 01:00:00,88.58
2024-02-13 02:00:00,88.41
2024-02-13 03:00:00,104.73
2024-02-13 04:00:00,98.28
2024-02-13 05:00:00,97.53
2024-02-13 06:00:00,97.71
2024-02-13 07:00:00,100.78
2024-02-13 08:00:00,96.91
2024-02-13 09:00:00,105.96
2024-02-13 10:00:00,86.5
2024-02-13 11:00:00,87.84
2024-02-13 12:00:00,77.84
2024-02-13 13:00:00,72.45
2024-02-13 14:00:00,58.71
2024-02-13 15:00:00,75.46
2024-02-13 16:00:00,56.8
2024-02-13 17:00:00,52.37
2024-02-13 18:00:00,65.91
2024-02-13 19:00:00,58.56
2024-02-13 20:00:00,63.52
2024-02-13 21:00:00,61.62
2024-02-13 22:00:00,72.66
2024-02-13 23:00:00,69.78
2024-02-14 00:00:00,88.71
2024-02-14 01:00:00,85.03
2024-02-14 02:00:00,93.89
2024-02-14 03:00:00,94.44
2024-02-14 04:00:00,101.05
2024-02-14 05:00:00,93.88
2024-02-14 06:00:00,106.33
2024-02-14 07:00:00,96.92
2024-02-14 08:00:00,94.3
2024-02-14 09:00:00,99.63
2024-02-14 10:00:00,94.07
2024-02-14 11:00:00,82.69
2024-02-14 12:00:00,74.93
2024-02-14 13:00:00,75.27
2024-02-14 14:00:00,65.94
2024-02-14 15:00:00,66.53
2024-02-14 16:00:00,61.06
2024-02-14 17:00:00,57.17
2024-02-14 18:00:00,54.59
2024-02-14 19:00:00,58.3
2024-02-14 20:00:00,67.1
2024-02-14 21:00:00,62.94
2024-02-14 22:00:00,70.39
2024-02-14 23:00:00,76.34
2024-02-15 00:00:00,81.0
2024-02-15 01:00:00,89.1
2024-02-15 02:00:00,94.33
2024-02-15 03:00:00,95.61
2024-02-15 04:00:00,93.28
2024-02-15 05:00:00,99.8
2024-02-15 06:00:00,100.99
2024-02-15 07:00:00,104.97
2024-02-15 08:00:00,102.49
2024-02-15 09:00:00,93.25
2024-02-15 10:00:00,102.64
2024-02-15 11:00:00,84.75
2024-02-15 12:00:00,84.09
2024-02-15 13:00:00,75.11
2024-02-15 14:00:00,73.01
2024-02-15 15:00:00,68.33
2024-02-15 16:00:00,62.62
2024-02-15 17:00:00,62.28
2024-02-15 18:00:00,67.25
2024-02-15 19:00:00,63.05
2024-02-15 20:00:00,65.86
2024-02-15 21:00:00,69.78
2024-02-15 22:00:00,73.73
2024-02-15 23:00:00,63.06
2024-02-16 00:00:00,87.12
2024-02-16 01:00:00,77.06
2024-02-16 02:00:00,91.67
2024-02-16 03:00:00,93.35
2024-02-16 04:00:00,94.8
2024-02-16 05:00:00,91.28
2024-02-16 06:00:00,101.97
2024-02-16 07:00:00,98.45
2024-02-16 08:00:00,102.08
2024-02-16 09:00:00,96.31
2024-02-16 10:00:00,93.99
2024-02-16 11:00:00,96.1
2024-02-16 12:00:00,80.48
2024-02-16 13:00:00,72.04
2024-02-16 14:00:00,68.68
2024-02-16 15:00:00,66.13
2024-02-16 16:00:00,67.3
2024-02-16 17:00:00,57.43
2024-02-16 18:00:00,59.16
2024-02-16 19:00:00,64.57
2024-02-16 20:00:00,63.26
2024-02-16 21:00:00,65.86
2024-02-16 22:00:00,72.45
2024-02-16 23:00:00,76.76
2024-02-17 00:00:00,87.35
2024-02-17 01:00:00,97.26
2024-02-17 02:00:00,98.24
2024-02-17 03:00:00,108.63
2024-02-17 04:00:00,106.39
2024-02-17 05:00:00,115.69
2024-02-17 06:00:00,106.27
2024-02-17 07:00:00,116.32
2024-02-17 08:00:00,104.89
2024-02-17 09:00:00,109.64
2024-02-17 10:00:00,102.94
2024-02-17 11:00:00,94.38
2024-02-17 12:00:00,88.32
2024-02-17 13:00:00,84.25
2024-02-17 14:00:00,85.4
2024-02-17 15:00:00,84.98
2024-02-17 16:00:00,75.96
2024-02-17 17:00:00,76.81
2024-02-17 18:00:00,58.64
2024-02-17 19:00:00,60.42
2024-02-17 20:00:00,76.91
2024-02-17 21:00:00,74.2
2024-02-17 22:00:00,82.79
2024-02-17 23:00:00,81.21
2024-02-18 00:00:00,97.01
2024-02-18 01:00:00,91.39
2024-02-18 02:00:00,98.4
2024-02-18 03:00:00,107.56
2024-02-18 04:00:00,112.5
2024-02-18 05:00:00,110.63
2024-02-18 06:00:00,106.65
2024-02-18 07:00:00,108.48
2024-02-18 08:00:00,105.28
2024-02-18 09:00:00,105.25
2024-02-18 10:00:00,96.28
2024-02-18 11:00:00,103.3
2024-02-18 12:00:00,83.8
2024-02-18 13:00:00,80.25
2024-02-18 14:00:00,81.17
2024-02-18 15:00:00,72.9
2024-02-18 16:00:00,75.72
2024-02-18 17:00:00,66.69
2024-02-18 18:00:00,67.71
2024-02-18 19:00:00,70.13
2024-02-18 20:00:00,75.07
2024-02-18 21:00:00,71.99
2024-02-18 22:00:00,75.6
2024-02-18 23:00:00,81.14
2024-02-19 00:00:00,77.23
2024-02-19 01:00:00,79.22
2024-02-19 02:00:00,84.43
2024-02-19 03:00:00,91.43
2024-02-19 04:00:00,103.76
2024-02-19 05:00:00,101.28
2024-02-19 06:00:00,102.17
2024-02-19 07:00:00,102.24
2024-02-19 08:00:00,97.42
2024-02-19 09:00:00,96.99
2024-02-19 10:00:00,85.43
2024-02-19 11:00:00,85.85
2024-02-19 12:00:00,76.77
2024-02-19 13:00:00,69.95
2024-02-19 14:00:00,77.4
2024-02-19 15:00:00,68.31
2024-02-19 16:00:00,58.91
2024-02-19 17:00:00,61.49
2024-02-19 18:00:00,59.73
2024-02-19 19:00:00,67.22
2024-02-19 20:00:00,60.07
2024-02-19 21:00:00,71.34
2024-02-19 22:00:00,73.57
2024-02-19 23:00:00,72.75
2024-02-20 00:00:00,85.54
2024-02-20 01:00:00,87.88
2024-02-20 02:00:00,82.19
2024-02-20 03:00:00,94.14
2024-02-20 04:00:00,103.2
2024-02-20 05:00:00,100.33
2024-02-20 06:00:00,96.82
2024-02-20 07:00:00,97.96
2024-02-20 08:00:00,91.29
2024-02-20 09:00:00,97.92
2024-02-20 10:00:00,91.44
2024-02-20 11:00:00,79.55
2024-02-20 12:00:00,81.23
2024-02-20 13:00:00,72.49
2024-02-20 14:00:00,63.22
2024-02-20 15:00:00,73.63
2024-02-20 16:00:00,64.6
2024-02-20 17:00:00,62.61
2024-02-20 18:00:00,67.4
2024-02-20 19:00:00,58.76
2024-02-20 20:00:00,62.7
2024-02-20 21:00:00,73.82
2024-02-20 22:00:00,73.7
2024-02-20 23:00:00,74.09
2024-02-21 00:00:00,79.07
2024-02-21 01:00:00,81.46
2024-02-21 02:00:00,93.12
2024-02-21 03:00:00,94.23
2024-02-21 04:00:00,98.93
2024-02-21 05:00:00,103.86
2024-02-21 06:00:00,99.03
2024-02-21 07:00:00,104.18
2024-02-21 08:00:00,105.59
2024-02-21 09:00:00,96.65
2024-02-21 10:00:00,92.97
2024-02-21 11:00:00,92.3
2024-02-21 12:00:00,80.36
2024-02-21 13:00:00,75.94
2024-02-21 14:00:00,61.27
2024-02-21 15:00:00,52.93
2024-02-21 16:00:00,61.34
2024-02-21 17:00:00,46.13
2024-02-21 18:00:00,56.6
2024-02-21 19:00:00,59.19
2024-02-21 20:00:00,62.42
2024-02-21 21:00:00,68.4
2024-02-21 22:00:00,73.3
2024-02-21 23:00:00,78.33
2024-02-22 00:00:00,83.74
2024-02-22 01:00:00,89.95
2024-02-22 02:00:00,86.6
2024-02-22 03:00:00,95.23
2024-02-22 04:00:00,96.16
2024-02-22 05:00:00,100.73
2024-02-22 06:00:00,97.91
2024-02-22 07:00:00,101.44
2024-02-22 08:00:00,102.83
2024-02-22 09:00:00,97.8
2024-02-22 10:00:00,92.78
2024-02-22 11:00:00,88.36
2024-02-22 12:00:00,88.95
2024-02-22 13:00:00,83.16
2024-02-22 14:00:00,65.53
2024-02-22 15:00:00,62.41
2024-02-22 16:00:00,55.81
2024-02-22 17:00:00,62.54
2024-02-22 18:00:00,67.67
2024-02-22 19:00:00,62.08
2024-02-22 20:00:00,69.44
2024-02-22 21:00:00,70.79
2024-02-22 22:00:00,68.21
2024-02-22 23:00:00,65.19
2024-02-23 00:00:00,74.14
2024-02-23 01:00:00,86.35
2024-02-23 02:00:00,88.85
2024-02-23 03:00:00,84.56
2024-02-23 04:00:00,95.94
2024-02-23 05:00:00,110.03
2024-02-23 06:00:00,86.74
2024-02-23 07:00:00,93.87
2024-02-23 08:00:00,95.44
2024-02-23 09:00:00,93.27
2024-02-23 10:00:00,94.21
2024-02-23 11:00:00,90.49
2024-02-23 12:00:00,83.79
2024-02-23 13:00:00,70.07
2024-02-23 14:00:00,75.9
2024-02-23 15:00:00,69.08
2024-02-23 16:00:00,62.58
2024-02-23 17:00:00,63.37
2024-02-23 18:00:00,49.48
2024-02-23 19:00:00,64.28
2024-02-23 20:00:00,64.52
2024-02-23 21:00:00,71.56
2024-02-23 22:00:00,70.84
2024-02-23 23:00:00,64.68
2024-02-24 00:00:00,90.08
2024-02-24 01:00:00,100.42
2024-02-24 02:00:00,106.14
2024-02-24 03:00:00,101.81
2024-02-24 04:00:00,112.53
2024-02-24 05:00:00,111.56
2024-02-24 06:00:00,107.89
2024-02-24 07:00:00,113.61
2024-02-24 08:00:00,109.97
2024-02-24 09:00:00,101.09
2024-02-24 10:00:00,97.69
2024-02-24 11:00:00,94.23
2024-02-24 12:00:00,84.86
2024-02-24 13:00:00,83.98
2024-02-24 14:00:00,80.24
2024-02-24 15:00:00,83.83
2024-02-24 16:00:00,67.94
2024-02-24 17:00:00,79.02
2024-02-24 18:00:00,71.32
2024-02-24 19:00:00,64.55
2024-02-24 20:00:00,72.18
2024-02-24 21:00:00,78.13
2024-02-24 22:00:00,76.27
2024-02-24 23:00:00,93.21
2024-02-25 00:00:00,90.41
2024-02-25 01:00:00,100.3
2024-02-25 02:00:00,90.09
2024-02-25 03:00:00,112.24
2024-02-25 04:00:00,100.28
2024-02-25 05:00:00,113.9
2024-02-25 06:00:00,112.55
2024-02-25 07:00:00,108.6
2024-02-25 08:00:00,111.49
2024-02-25 09:00:00,101.97
2024-02-25 10:00:00,101.96
2024-02-25 11:00:00,89.74
2024-02-25 12:00:00,79.03
2024-02-25 13:00:00,77.94
2024-02-25 14:00:00,76.75
2024-02-25 15:00:00,72.81
2024-02-25 16:00:00,74.38
2024-02-25 17:00:00,68.33
2024-02-25 18:00:00,79.22
2024-02-25 19:00:00,76.0
2024-02-25 20:00:00,69.54
2024-02-25 21:00:00,77.7
2024-02-25 22:00:00,83.47
2024-02-25 23:00:00,86.38
2024-02-26 00:00:00,82.34
2024-02-26 01:00:00,84.14
2024-02-26 02:00:00,86.97
2024-02-26 03:00:00,91.63
2024-02-26 04:00:00,95.9
2024-02-26 05:00:00,106.25
2024-02-26 06:00:00,92.83
2024-02-26 07:00:00,105.54
2024-02-26 08:00:00,107.07
2024-02-26 09:00:00,99.89
2024-02-26 10:00:00,89.28
2024-02-26 11:00:00,74.06
2024-02-26 12:00:00,78.43
2024-02-26 13:00:00,72.22
2024-02-26 14:00:00,69.62
2024-02-26 15:00:00,58.02
2024-02-26 16:00:00,65.19
2024-02-26 17:00:00,53.7
2024-02-26 18:00:00,66.95
2024-02-26 19:00:00,60.95
2024-02-26 20:00:00,66.55
2024-02-26 21:00:00,65.23
2024-02-26 22:00:00,73.94
2024-02-26 23:00:00,84.89
2024-02-27 00:00:00,83.02
2024-02-27 01:00:00,86.5
2024-02-27 02:00:00,96.1
2024-02-27 03:00:00,100.16
2024-02-27 04:00:00,91.91
2024-02-27 05:00:00,99.08
2024-02-27 06:00:00,103.87
2024-02-27 07:00:00,92.01
2024-02-27 08:00:00,100.83
2024-02-27 09:00:00,98.88
2024-02-27 10:00:00,86.87
2024-02-27 11:00:00,88.86
2024-02-27 12:00:00,78.21
2024-02-27 13:00:00,72.43
2024-02-27 14:00:00,59.06
2024-02-27 15:00:00,57.59
2024-02-27 16:00:00,69.72
2024-02-27 17:00:00,60.45
2024-02-27 18:00:00,59.79
2024-02-27 19:00:00,60.77
2024-02-27 20:00:00,58.05
2024-02-27 21:00:00,70.65
2024-02-27 22:00:00,62.41
2024-02-27 23:00:00,66.48
2024-02-28 00:00:00,78.25
2024-02-28 01:00:00,85.99
2024-02-28 02:00:00,84.22
2024-02-28 03:00:00,105.27
2024-02-28 04:00:00,88.11
2024-02-28 05:00:00,99.75
2024-02-28 06:00:00,102.97
2024-02-28 07:00:00,99.6
2024-02-28 08:00:00,98.21
2024-02-28 09:00:00,86.73
2024-02-28 10:00:00,90.53
2024-02-28 11:00:00,83.5
2024-02-28 12:00:00,76.23
2024-02-28 13:00:00,71.73
2024-02-28 14:00:00,69.77
2024-02-28 15:00:00,68.18
2024-02-28 16:00:00,64.94
2024-02-28 17:00:00,53.8
2024-02-28 18:00:00,68.3
2024-02-28 19:00:00,61.57
2024-02-28 20:00:00,60.41
2024-02-28 21:00:00,66.49
2024-02-28 22:00:00,69.65
2024-02-28 23:00:00,83.2
2024-02-29 00:00:00,70.19
2024-02-29 01:00:00,89.39
2024-02-29 02:00:00,96.51
2024-02-29 03:00:00,100.64
2024-02-29 04:00:00,89.74
2024-02-29 05:00:00,101.58
2024-02-29 06:00:00,92.12
2024-02-29 07:00:00,105.2
2024-02-29 08:00:00,91.13
2024-02-29 09:00:00,96.45
2024-02-29 10:00:00,89.59
2024-02-29 11:00:00,90.74
2024-02-29 12:00:00,74.75
2024-02-29 13:00:00,66.76
2024-02-29 14:00:00,63.75
2024-02-29 15:00:00,63.81
2024-02-29 16:00:00,64.98
2024-02-29 17:00:00,64.24
2024-02-29 18:00:00,63.85
2024-02-29 19:00:00,62.0
2024-02-29 20:00:00,70.37
2024-02-29 21:00:00,77.28
2024-02-29 22:00:00,72.33
2024-02-29 23:00:00,71.12
